(`TIME`, `PM10`, `PM25`, `NO2`, `O3`, `SO2`, `MAX_VALUE`, `LOKASI`, `LEVEL`),
('2023-10-29', 130, 161, 23, 5, 17, 161, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-10-30', 136, 177, 23, 5, 2, 177, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-10-31', 131, 172, 24, 5, 19, 172, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-01', 125, 155, 22, 5, 19, 155, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-02', 127, 165, 19, 5, 16, 165, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-03', 152, 185, 19, 5, 2, 185, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-04', 149, 191, 18, 5, 16, 191, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-05', 88, 163, 12, 5, 17, 163, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-06', 112, 229, 15, 5, 14, 229, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-11-07', 107, 207, 19, 5, 2, 207, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-11-08', 95, 198, 22, 5, 2, 198, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-09', 155, 217, 25, 5, 18, 217, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-11-10', 152, 211, 23, 5, 17, 211, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-11-11', 124, 153, 18, 5, 18, 153, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-12', 115, 143, 19, 5, 16, 143, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2023-11-13', 141, 171, 19, 5, 15, 171, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-14', 99, 202, 23, 5, 17, 202, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-11-15', 73, 130, 17, 5, 18, 130, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2023-11-16', 97, 200, 18, 5, 17, 200, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-17', 105, 213, 19, 5, 19, 213, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-11-18', 96, 186, 19, 5, 19, 186, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-19', 98, 200, 17, 5, 2, 200, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-20', 84, 167, 20, 5, 18, 167, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-21', 96, 203, 22, 5, 17, 203, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-11-22', 79, 154, 20, 5, 18, 154, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-23', 126, 154, 21, 5, 16, 154, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-24', 146, 191, 17, 5, 15, 191, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-28', 102, 212, 57, 8, 17, 212, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-11-29', 82, 168, 63, 8, 19, 168, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-11-30', 66, 111, 62, 8, 19, 111, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2023-12-01', 78, 136, 72, 8, 24, 136, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2023-12-02', 104, 198, 33, 8, 2, 198, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-03', 76, 134, 32, 8, 25, 134, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2023-12-04', 72, 121, 29, 8, 24, 121, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2023-12-05', 93, 184, 29, 8, 24, 184, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-06', 85, 160, 29, 1, 24, 160, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-07', 103, 200, 28, 1, 25, 200, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-08', 123, 144, 29, 1, 17, 144, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2023-12-09', 120, 142, 26, 1, 1, 142, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2023-12-10', 102, 200, 25, 1, 17, 200, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-11', 108, 223, 43, 7, 17, 223, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-12-12', 100, 205, 39, 7, 2, 205, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-12-13', 119, 152, 37, 7, 19, 152, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-14', 98, 190, 38, 7, 19, 190, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-15', 99, 191, 38, 7, 16, 191, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-16', 121, 154, 38, 7, 2, 154, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-17', 88, 181, 37, 7, 16, 181, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-18', 92, 178, 36, 7, 17, 178, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-19', 76, 141, 35, 7, 14, 141, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2023-12-20', 73, 132, 35, 7, 2, 132, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2023-12-21', 74, 161, 34, 7, 2, 161, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-22', 78, 172, 33, 7, 18, 172, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-23', 134, 204, 32, 7, 17, 204, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2023-12-24', 99, 152, 29, 7, 18, 152, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-25', 81, 188, 29, 7, 16, 188, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-26', 78, 195, 29, 7, 15, 195, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-27', 73, 182, 28, 7, 17, 182, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-28', 94, 191, 29, 7, 18, 191, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-29', 132, 156, 26, 7, 17, 156, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-30', 136, 160, 25, 7, 19, 160, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-12-31', 125, 151, 24, 7, 19, 151, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-01-01', 152, 180, 26, 7, 2, 180, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-01-02', 84, 145, 22, 7, 17, 145, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-01-03', 62, 101, 20, 7, 2, 101, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-01-04', 60, 102, 21, 7, 19, 102, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-01-05', 72, 124, 24, 7, 19, 124, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-01-06', 103, 149, 23, 6, 16, 149, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-01-07', 125, 193, 28, 5, 2, 193, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-01-08', 95, 142, 26, 5, 16, 142, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-01-09', 109, 168, 25, 5, 17, 168, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-01-10', 92, 136, 26, 5, 14, 136, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-01-11', 104, 158, 24, 5, 2, 158, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-01-12', 58, 69, 24, 5, 2, 69, 'Depok Pancoran Mas', 'Moderate'),
('2024-01-13', 70, 93, 23, 5, 18, 93, 'Depok Pancoran Mas', 'Moderate'),
('2024-01-14', 79, 112, 22, 5, 17, 112, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-01-29', 73, 99, 89, 8, 18, 99, 'Depok Pancoran Mas', 'Moderate'),
('2024-01-30', 101, 157, 83, 8, 16, 157, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-01-31', 66, 86, 80, 9, 15, 86, 'Depok Pancoran Mas', 'Moderate'),
('2024-02-01', 108, 167, 84, 9, 17, 167, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-02-02', 72, 98, 79, 9, 18, 98, 'Depok Pancoran Mas', 'Moderate'),
('2024-02-03', 67, 87, 67, 9, 17, 87, 'Depok Pancoran Mas', 'Moderate'),
('2024-02-04', 41, 45, 92, 8, 19, 92, 'Depok Pancoran Mas', 'Moderate'),
('2024-02-05', 114, 178, 98, 8, 19, 178, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-02-06', 110, 171, 83, 9, 2, 171, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-02-07', 66, 85, 69, 10, 17, 85, 'Depok Pancoran Mas', 'Moderate'),
('2024-02-08', 94, 145, 73, 9, 2, 145, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-02-09', 107, 165, 91, 9, 19, 165, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-02-10', 70, 92, 88, 9, 19, 92, 'Depok Pancoran Mas', 'Moderate'),
('2024-02-11', 94, 140, 96, 9, 16, 140, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-02-12', 77, 110, 88, 9, 2, 110, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-02-13', 68, 92, 94, 8, 16, 94, 'Depok Pancoran Mas', 'Moderate'),
('2024-02-14', 65, 83, 96, 8, 17, 96, 'Depok Pancoran Mas', 'Moderate'),
('2024-02-15', 95, 146, 358, 8, 14, 358, 'Depok Pancoran Mas', 'Hazardous'),
('2024-02-16', 145, 143, 80, 8, 2, 145, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-02-17', 84, 124, 85, 8, 2, 124, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-02-18', 88, 132, 84, 9, 18, 132, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-02-19', 116, 182, 87, 8, 17, 182, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-02-20', 119, 190, 92, 8, 18, 190, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-02-21', 136, 215, 91, 8, 16, 215, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2024-02-22', 87, 130, 97, 8, 15, 130, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-02-23', 73, 101, 97, 8, 17, 101, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-02-24', 68, 91, 94, 8, 18, 94, 'Depok Pancoran Mas', 'Moderate'),
('2024-02-25', 48, 54, 93, 8, 17, 93, 'Depok Pancoran Mas', 'Moderate'),
('2024-02-26', 47, 52, 358, 8, 19, 358, 'Depok Pancoran Mas', 'Hazardous'),
('2024-02-27', 108, 172, 97, 8, 19, 172, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-02-28', 89, 137, 93, 8, 19, 137, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-02-29', 81, 120, 85, 8, 17, 120, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-03-01', 100, 157, 74, 9, 2, 157, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-03-02', 86, 127, 77, 8, 19, 127, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-03-03', 69, 94, 78, 9, 19, 94, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-04', 72, 98, 77, 9, 16, 98, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-05', 60, 75, 82, 9, 19, 82, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-06', 54, 62, 90, 8, 16, 90, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-07', 47, 52, 88, 9, 17, 88, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-08', 39, 42, 96, 8, 14, 96, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-09', 53, 64, 91, 9, 19, 91, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-10', 132, 214, 64, 9, 19, 214, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2024-03-11', 89, 133, 68, 8, 18, 133, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-03-12', 84, 122, 72, 8, 17, 122, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-03-13', 75, 106, 78, 8, 18, 106, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-03-14', 74, 105, 73, 9, 16, 105, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-03-15', 57, 69, 54, 9, 15, 69, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-16', 38, 43, 55, 9, 17, 55, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-17', 42, 47, 53, 9, 18, 53, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-18', 54, 63, 66, 9, 17, 66, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-19', 62, 77, 72, 9, 19, 77, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-20', 58, 69, 80, 9, 19, 80, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-21', 67, 88, 81, 9, 17, 88, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-22', 66, 88, 91, 9, 19, 91, 'Depok Pancoran Mas', 'Moderate'),
('2024-03-23', 162, 193, 76, 9, 19, 193, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-03-24', 93, 140, 83, 8, 19, 140, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-03-25', 85, 125, 75, 8, 16, 125, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-03-26', 121, 192, 81, 8, 19, 192, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-03-27', 103, 161, 86, 8, 16, 161, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-03-28', 163, 197, 76, 8, 17, 197, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-03-29', 159, 182, 61, 8, 14, 182, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-03-30', 141, 226, 70, 8, 19, 226, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2024-03-31', 151, 148, 74, 7, 19, 151, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-01', 164, 202, 59, 3, 18, 202, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2024-04-02', 157, 173, 72, 9, 17, 173, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-03', 120, 188, 80, 9, 18, 188, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-04', 105, 163, 81, 9, 16, 163, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-05', 159, 183, 91, 9, 15, 183, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-06', 500, 147, 76, 9, 17, 500, 'Depok Pancoran Mas', 'Hazardous'),
('2024-04-07', 121, 188, 83, 9, 18, 188, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-08', 108, 167, 75, 9, 17, 167, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-09', 109, 165, 81, 8, 19, 165, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-10', 161, 189, 86, 8, 19, 189, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-11', 67, 86, 72, 8, 17, 86, 'Depok Pancoran Mas', 'Moderate'),
('2024-04-12', 62, 76, 80, 8, 2, 80, 'Depok Pancoran Mas', 'Moderate'),
('2024-04-13', 84, 123, 81, 8, 19, 123, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-04-14', 71, 93, 91, 8, 19, 93, 'Depok Pancoran Mas', 'Moderate'),
('2024-04-15', 66, 85, 76, 8, 16, 85, 'Depok Pancoran Mas', 'Moderate'),
('2024-04-16', 92, 137, 83, 7, 2, 137, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-04-17', 97, 148, 75, 3, 16, 148, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-04-18', 90, 137, 81, 9, 17, 137, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-04-19', 91, 137, 86, 9, 14, 137, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-04-20', 136, 217, 72, 9, 2, 217, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2024-04-21', 87, 130, 80, 9, 2, 130, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-04-22', 92, 139, 81, 9, 18, 139, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-04-23', 134, 213, 91, 9, 17, 213, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2024-04-24', 128, 200, 76, 9, 18, 200, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-25', 114, 177, 83, 8, 16, 177, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-26', 101, 157, 75, 8, 15, 157, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-27', 116, 191, 81, 8, 17, 191, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-28', 104, 163, 86, 8, 18, 163, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-29', 108, 171, 72, 8, 17, 171, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-04-30', 130, 209, 80, 8, 19, 209, 'Depok Pancoran Mas', 'Very Unhealthy'),
('2024-05-01', 117, 182, 81, 8, 19, 182, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-02', 153, 157, 91, 7, 2, 157, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-03', 149, 146, 76, 3, 17, 149, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-05-04', 154, 159, 83, 9, 2, 159, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-05', 159, 180, 75, 9, 19, 180, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-06', 160, 187, 81, 9, 19, 187, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-07', 157, 172, 86, 9, 16, 172, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-08', 154, 159, 81, 9, 2, 159, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-09', 158, 177, 86, 9, 16, 177, 'Depok Pancoran Mas', 'Unhealthy'),
('2023-09-27', 98, 210, 88, 10, 1, 210, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-09-28', 91, 187, 85, 10, 1, 187, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-09-29', 97, 211, 78, 11, 1, 211, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-09-30', 113, 156, 64, 11, 1, 156, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-01', 153, 201, 54, 8, 1, 201, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-10-02', 129, 161, 23, 6, 16, 161, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-03', 93, 197, 25, 6, 19, 197, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-04', 112, 151, 28, 6, 21, 151, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-05', 112, 225, 30, 5, 20, 225, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-10-06', 127, 152, 32, 5, 19, 152, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-07', 139, 202, 35, 5, 16, 202, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-10-08', 114, 146, 37, 6, 16, 146, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-10-09', 97, 186, 36, 5, 2, 186, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-10', 100, 192, 37, 5, 18, 192, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-11', 95, 191, 35, 5, 18, 191, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-12', 114, 141, 40, 5, 19, 141, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-10-13', 114, 142, 38, 5, 19, 142, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-10-14', 113, 146, 38, 5, 19, 146, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-10-15', 102, 191, 34, 5, 1, 191, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-16', 112, 220, 22, 5, 2, 220, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-10-17', 102, 217, 19, 5, 32, 217, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-10-18', 115, 148, 19, 5, 32, 148, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-10-19', 97, 192, 18, 5, 32, 192, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-20', 103, 194, 12, 5, 32, 194, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-21', 112, 227, 15, 5, 32, 227, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-10-22', 119, 144, 19, 5, 32, 144, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-10-23', 130, 161, 22, 5, 32, 161, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-24', 103, 204, 25, 5, 20, 204, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-10-25', 115, 151, 23, 5, 2, 151, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-26', 151, 181, 17, 5, 18, 181, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-27', 157, 212, 21, 5, 15, 212, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-10-28', 136, 169, 22, 5, 16, 169, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-29', 130, 161, 23, 5, 17, 161, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-30', 136, 177, 23, 5, 2, 177, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-10-31', 131, 172, 24, 5, 19, 172, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-01', 125, 155, 22, 5, 19, 155, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-02', 127, 165, 19, 5, 16, 165, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-03', 152, 185, 19, 5, 2, 185, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-04', 149, 191, 18, 5, 16, 191, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-05', 88, 163, 12, 5, 17, 163, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-06', 112, 229, 15, 5, 14, 229, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-11-07', 107, 207, 19, 5, 2, 207, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-11-08', 95, 198, 22, 5, 2, 198, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-09', 155, 217, 25, 5, 18, 217, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-11-10', 152, 211, 23, 5, 17, 211, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-11-11', 124, 153, 18, 5, 18, 153, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-12', 115, 143, 19, 5, 16, 143, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-11-13', 141, 171, 19, 5, 15, 171, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-14', 99, 202, 23, 5, 17, 202, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-11-15', 73, 130, 17, 5, 18, 130, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-11-16', 97, 200, 18, 5, 17, 200, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-17', 105, 213, 19, 5, 19, 213, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-11-18', 96, 186, 19, 5, 19, 186, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-19', 98, 200, 17, 5, 2, 200, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-20', 84, 167, 20, 5, 18, 167, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-21', 96, 203, 22, 5, 17, 203, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-11-22', 79, 154, 20, 5, 18, 154, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-23', 126, 154, 21, 5, 16, 154, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-24', 146, 191, 17, 5, 15, 191, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-28', 102, 212, 57, 8, 32, 212, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-11-29', 82, 168, 63, 8, 32, 168, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-11-30', 66, 111, 62, 8, 2, 111, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-12-01', 78, 136, 72, 8, 24, 136, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-12-02', 104, 198, 33, 8, 2, 198, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-03', 76, 134, 32, 8, 25, 134, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-12-04', 72, 121, 29, 8, 24, 121, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-12-05', 93, 184, 29, 8, 24, 184, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-06', 85, 160, 29, 1, 24, 160, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-07', 103, 200, 28, 1, 25, 200, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-08', 123, 144, 29, 1, 17, 144, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-12-09', 120, 142, 26, 1, 1, 142, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-12-10', 102, 200, 25, 1, 17, 200, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-11', 108, 223, 43, 7, 1, 223, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-12-12', 100, 205, 39, 7, 1, 205, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2023-12-13', 119, 152, 37, 7, 1, 152, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-14', 98, 190, 38, 7, 1, 190, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-15', 99, 191, 38, 7, 1, 191, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-16', 121, 154, 38, 7, 1, 154, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-17', 88, 181, 37, 7, 1, 181, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-18', 92, 178, 36, 7, 1, 178, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-19', 76, 141, 35, 7, 1, 141, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-12-20', 73, 132, 35, 7, 1, 132, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2023-12-21', 74, 161, 34, 7, 1, 161, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-22', 78, 172, 33, 7, 1, 172, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-23', 134, 204, 32, 7, 1, 204, 'Bekasi Kayuringin', 'Very Unhealthy'),
